"id","created_at","updated_at","province_id","name"
"282",NULL,NULL,"13","Santa Rosa"
"283",NULL,NULL,"13","Santo Domingo"
"284",NULL,NULL,"13","Talavera"
"285",NULL,NULL,"13","Talugtug"
"286",NULL,NULL,"13","Zaragoza"
"287",NULL,NULL,"14","City of Angeles"
"288",NULL,NULL,"14","Apalit"
"289",NULL,NULL,"14","Arayat"
"290",NULL,NULL,"14","Bacolor"
"291",NULL,NULL,"14","Candaba"
"292",NULL,NULL,"14","Floridablanca"
"293",NULL,NULL,"14","Guagua"
"294",NULL,NULL,"14","Lubao"
"295",NULL,NULL,"14","Mabalacat City"
"296",NULL,NULL,"14","Macabebe"
"297",NULL,NULL,"14","Magalang"
"298",NULL,NULL,"14","Masantol"
"299",NULL,NULL,"14","Mexico"
"300",NULL,NULL,"14","Minalin"
"301",NULL,NULL,"14","Porac"
"302",NULL,NULL,"14","City of San Fernando (Capital)"
"303",NULL,NULL,"14","San Luis"
"304",NULL,NULL,"14","San Simon"
"305",NULL,NULL,"14","Santa Ana"
"306",NULL,NULL,"14","Santa Rita"
"307",NULL,NULL,"14","Santo Tomas"
"308",NULL,NULL,"14","Sasmuan"
"309",NULL,NULL,"15","Anao"
"310",NULL,NULL,"15","Bamban"
"311",NULL,NULL,"15","Camiling"
"312",NULL,NULL,"15","Capas"
"313",NULL,NULL,"15","Concepcion"
"314",NULL,NULL,"15","Gerona"
"315",NULL,NULL,"15","La Paz"
"316",NULL,NULL,"15","Mayantoc"
"317",NULL,NULL,"15","Moncada"
"318",NULL,NULL,"15","Paniqui"
"319",NULL,NULL,"15","Pura"
"320",NULL,NULL,"15","Ramos"
"321",NULL,NULL,"15","San Clemente"
"322",NULL,NULL,"15","San Manuel"
"323",NULL,NULL,"15","Santa Ignacia"
"324",NULL,NULL,"15","City of Tarlac (Capital)"
"325",NULL,NULL,"15","Victoria"
"326",NULL,NULL,"15","San Jose"
"327",NULL,NULL,"16","Botolan"
"328",NULL,NULL,"16","Cabangan"
"329",NULL,NULL,"16","Candelaria"
"330",NULL,NULL,"16","Castillejos"
"331",NULL,NULL,"16","Iba (Capital)"
"332",NULL,NULL,"16","Masinloc"
"333",NULL,NULL,"16","City of Olongapo"
"334",NULL,NULL,"16","Palauig"
"335",NULL,NULL,"16","San Antonio"
"336",NULL,NULL,"16","San Felipe"
"337",NULL,NULL,"16","San Marcelino"
"338",NULL,NULL,"16","San Narciso"
"339",NULL,NULL,"16","Santa Cruz"
"340",NULL,NULL,"16","Subic"
"341",NULL,NULL,"17","Baler (Capital)"
"342",NULL,NULL,"17","Casiguran"
"343",NULL,NULL,"17","Dilasag"
"344",NULL,NULL,"17","Dinalungan"
"345",NULL,NULL,"17","Dingalan"
"346",NULL,NULL,"17","Dipaculao"
"347",NULL,NULL,"17","Maria Aurora"
"348",NULL,NULL,"17","San Luis"
"349",NULL,NULL,"18","Agoncillo"
"350",NULL,NULL,"18","Alitagtag"
"351",NULL,NULL,"18","Balayan"
"352",NULL,NULL,"18","Balete"
"353",NULL,NULL,"18","Batangas City (Capital)"
"354",NULL,NULL,"18","Bauan"
"355",NULL,NULL,"18","Calaca"
"356",NULL,NULL,"18","Calatagan"
"357",NULL,NULL,"18","Cuenca"
"358",NULL,NULL,"18","Ibaan"
"359",NULL,NULL,"18","Laurel"
"360",NULL,NULL,"18","Lemery"
"361",NULL,NULL,"18","Lian"
"362",NULL,NULL,"18","City of Lipa"
"363",NULL,NULL,"18","Lobo"
"364",NULL,NULL,"18","Mabini"
"365",NULL,NULL,"18","Malvar"
"366",NULL,NULL,"18","Mataasnakahoy"
"367",NULL,NULL,"18","Nasugbu"
"368",NULL,NULL,"18","Padre Garcia"
"369",NULL,NULL,"18","Rosario"
"370",NULL,NULL,"18","San Jose"
"371",NULL,NULL,"18","San Juan"
"372",NULL,NULL,"18","San Luis"
"373",NULL,NULL,"18","San Nicolas"
"374",NULL,NULL,"18","San Pascual"
"375",NULL,NULL,"18","Santa Teresita"
"376",NULL,NULL,"18","City of Sto. Tomas"
"377",NULL,NULL,"18","Taal"
"378",NULL,NULL,"18","Talisay"
"379",NULL,NULL,"18","City of Tanauan"
"380",NULL,NULL,"18","Taysan"
"381",NULL,NULL,"18","Tingloy"
"382",NULL,NULL,"18","Tuy"
"383",NULL,NULL,"19","Alfonso"
"384",NULL,NULL,"19","Amadeo"
"385",NULL,NULL,"19","City of Bacoor"
"386",NULL,NULL,"19","Carmona"
"387",NULL,NULL,"19","City of Cavite"
"388",NULL,NULL,"19","City of Dasmariñas"
"389",NULL,NULL,"19","General Emilio Aguinaldo"
"390",NULL,NULL,"19","City of General Trias"
"391",NULL,NULL,"19","City of Imus"
"392",NULL,NULL,"19","Indang"
"393",NULL,NULL,"19","Kawit"
"394",NULL,NULL,"19","Magallanes"
"395",NULL,NULL,"19","Maragondon"
"396",NULL,NULL,"19","Mendez"
"397",NULL,NULL,"19","Naic"
"398",NULL,NULL,"19","Noveleta"
"399",NULL,NULL,"19","Rosario"
"400",NULL,NULL,"19","Silang"
"401",NULL,NULL,"19","City of Tagaytay"
"402",NULL,NULL,"19","Tanza"
"403",NULL,NULL,"19","Ternate"
"404",NULL,NULL,"19","City of Trece Martires (Capital)"
"405",NULL,NULL,"19","Gen. Mariano Alvarez"
"406",NULL,NULL,"20","Alaminos"
"407",NULL,NULL,"20","Bay"
"408",NULL,NULL,"20","City of Biñan"
"409",NULL,NULL,"20","City of Cabuyao"
"410",NULL,NULL,"20","City of Calamba"
"411",NULL,NULL,"20","Calauan"
"412",NULL,NULL,"20","Cavinti"
"413",NULL,NULL,"20","Famy"
"414",NULL,NULL,"20","Kalayaan"
"415",NULL,NULL,"20","Liliw"
"416",NULL,NULL,"20","Los Baños"
"417",NULL,NULL,"20","Luisiana"
"418",NULL,NULL,"20","Lumban"
"419",NULL,NULL,"20","Mabitac"
"420",NULL,NULL,"20","Magdalena"
"421",NULL,NULL,"20","Majayjay"
"422",NULL,NULL,"20","Nagcarlan"
"423",NULL,NULL,"20","Paete"
"424",NULL,NULL,"20","Pagsanjan"
"425",NULL,NULL,"20","Pakil"
"426",NULL,NULL,"20","Pangil"
"427",NULL,NULL,"20","Pila"
"428",NULL,NULL,"20","Rizal"
"429",NULL,NULL,"20","City of San Pablo"
"430",NULL,NULL,"20","City of San Pedro"
"431",NULL,NULL,"20","Santa Cruz (Capital)"
"432",NULL,NULL,"20","Santa Maria"
"433",NULL,NULL,"20","City of Santa Rosa"
"434",NULL,NULL,"20","Siniloan"
"435",NULL,NULL,"20","Victoria"
"436",NULL,NULL,"21","Agdangan"
"437",NULL,NULL,"21","Alabat"
"438",NULL,NULL,"21","Atimonan"
"439",NULL,NULL,"21","Buenavista"
"440",NULL,NULL,"21","Burdeos"
"441",NULL,NULL,"21","Calauag"
"442",NULL,NULL,"21","Candelaria"
"443",NULL,NULL,"21","Catanauan"
"444",NULL,NULL,"21","Dolores"
"445",NULL,NULL,"21","General Luna"
"446",NULL,NULL,"21","General Nakar"
"447",NULL,NULL,"21","Guinayangan"
"448",NULL,NULL,"21","Gumaca"
"449",NULL,NULL,"21","Infanta"
"450",NULL,NULL,"21","Jomalig"
"451",NULL,NULL,"21","Lopez"
"452",NULL,NULL,"21","Lucban"
"453",NULL,NULL,"21","City of Lucena (Capital)"
"454",NULL,NULL,"21","Macalelon"
"455",NULL,NULL,"21","Mauban"
"456",NULL,NULL,"21","Mulanay"
"457",NULL,NULL,"21","Padre Burgos"
"458",NULL,NULL,"21","Pagbilao"
"459",NULL,NULL,"21","Panukulan"
"460",NULL,NULL,"21","Patnanungan"
"461",NULL,NULL,"21","Perez"
"462",NULL,NULL,"21","Pitogo"
"463",NULL,NULL,"21","Plaridel"
"464",NULL,NULL,"21","Polillo"
"465",NULL,NULL,"21","Quezon"
"466",NULL,NULL,"21","Real"
"467",NULL,NULL,"21","Sampaloc"
"468",NULL,NULL,"21","San Andres"
"469",NULL,NULL,"21","San Antonio"
"470",NULL,NULL,"21","San Francisco"
"471",NULL,NULL,"21","San Narciso"
"472",NULL,NULL,"21","Sariaya"
"473",NULL,NULL,"21","Tagkawayan"
"474",NULL,NULL,"21","City of Tayabas"
"475",NULL,NULL,"21","Tiaong"
"476",NULL,NULL,"21","Unisan"
"477",NULL,NULL,"22","Angono"
"478",NULL,NULL,"22","City of Antipolo (Capital)"
"479",NULL,NULL,"22","Baras"
"480",NULL,NULL,"22","Binangonan"
"481",NULL,NULL,"22","Cainta"
"482",NULL,NULL,"22","Cardona"
"483",NULL,NULL,"22","Jala-Jala"
"484",NULL,NULL,"22","Rodriguez"
"485",NULL,NULL,"22","Morong"
"486",NULL,NULL,"22","Pililla"
"487",NULL,NULL,"22","San Mateo"
"488",NULL,NULL,"22","Tanay"
"489",NULL,NULL,"22","Taytay"
"490",NULL,NULL,"22","Teresa"
"491",NULL,NULL,"23","Boac (Capital)"
"492",NULL,NULL,"23","Buenavista"
"493",NULL,NULL,"23","Gasan"
"494",NULL,NULL,"23","Mogpog"
"495",NULL,NULL,"23","Santa Cruz"
"496",NULL,NULL,"23","Torrijos"
"497",NULL,NULL,"24","Abra De Ilog"
"498",NULL,NULL,"24","Calintaan"
"499",NULL,NULL,"24","Looc"
"500",NULL,NULL,"24","Lubang"
"501",NULL,NULL,"24","Magsaysay"
"502",NULL,NULL,"24","Mamburao (Capital)"
"503",NULL,NULL,"24","Paluan"
"504",NULL,NULL,"24","Rizal"
"505",NULL,NULL,"24","Sablayan"
"506",NULL,NULL,"24","San Jose"
"507",NULL,NULL,"24","Santa Cruz"
"508",NULL,NULL,"25","Baco"
"509",NULL,NULL,"25","Bansud"
"510",NULL,NULL,"25","Bongabong"
"511",NULL,NULL,"25","Bulalacao"
"512",NULL,NULL,"25","City of Calapan (Capital)"
"513",NULL,NULL,"25","Gloria"
"514",NULL,NULL,"25","Mansalay"
"515",NULL,NULL,"25","Naujan"
"516",NULL,NULL,"25","Pinamalayan"
"517",NULL,NULL,"25","Pola"
"518",NULL,NULL,"25","Puerto Galera"
"519",NULL,NULL,"25","Roxas"
"520",NULL,NULL,"25","San Teodoro"
"521",NULL,NULL,"25","Socorro"
"522",NULL,NULL,"25","Victoria"
"523",NULL,NULL,"26","Aborlan"
"524",NULL,NULL,"26","Agutaya"
"525",NULL,NULL,"26","Araceli"
"526",NULL,NULL,"26","Balabac"
"527",NULL,NULL,"26","Bataraza"
"528",NULL,NULL,"26","Brooke'S Point"
"529",NULL,NULL,"26","Busuanga"
"530",NULL,NULL,"26","Cagayancillo"
"531",NULL,NULL,"26","Coron"
"532",NULL,NULL,"26","Cuyo"
"533",NULL,NULL,"26","Dumaran"
"534",NULL,NULL,"26","El Nido"
"535",NULL,NULL,"26","Linapacan"
"536",NULL,NULL,"26","Magsaysay"
"537",NULL,NULL,"26","Narra"
"538",NULL,NULL,"26","City of Puerto Princesa (Capital)"
"539",NULL,NULL,"26","Quezon"
"540",NULL,NULL,"26","Roxas"
"541",NULL,NULL,"26","San Vicente"
"542",NULL,NULL,"26","Taytay"
"543",NULL,NULL,"26","Kalayaan"
"544",NULL,NULL,"26","Culion"
"545",NULL,NULL,"26","Rizal"
"546",NULL,NULL,"26","Sofronio Española"
"547",NULL,NULL,"27","Alcantara"
"548",NULL,NULL,"27","Banton"
"549",NULL,NULL,"27","Cajidiocan"
"550",NULL,NULL,"27","Calatrava"
"551",NULL,NULL,"27","Concepcion"
"552",NULL,NULL,"27","Corcuera"
"553",NULL,NULL,"27","Looc"
"554",NULL,NULL,"27","Magdiwang"
"555",NULL,NULL,"27","Odiongan"
"556",NULL,NULL,"27","Romblon (Capital)"
"557",NULL,NULL,"27","San Agustin"
"558",NULL,NULL,"27","San Andres"
"559",NULL,NULL,"27","San Fernando"
"560",NULL,NULL,"27","San Jose"
"561",NULL,NULL,"27","Santa Fe"
"562",NULL,NULL,"27","Ferrol"
"563",NULL,NULL,"27","Santa Maria"
"564",NULL,NULL,"28","Bacacay"
"565",NULL,NULL,"28","Camalig"
"566",NULL,NULL,"28","Daraga"
"567",NULL,NULL,"28","Guinobatan"
"568",NULL,NULL,"28","Jovellar"
"569",NULL,NULL,"28","City of Legazpi (Capital)"
"570",NULL,NULL,"28","Libon"
"571",NULL,NULL,"28","City of Ligao"
"572",NULL,NULL,"28","Malilipot"
"573",NULL,NULL,"28","Malinao"
"574",NULL,NULL,"28","Manito"
"575",NULL,NULL,"28","Oas"
"576",NULL,NULL,"28","Pio Duran"
"577",NULL,NULL,"28","Polangui"
"578",NULL,NULL,"28","Rapu-Rapu"
"579",NULL,NULL,"28","Santo Domingo"
"580",NULL,NULL,"28","City of Tabaco"
"581",NULL,NULL,"28","Tiwi"
"582",NULL,NULL,"29","Basud"
"583",NULL,NULL,"29","Capalonga"
"584",NULL,NULL,"29","Daet (Capital)"
"585",NULL,NULL,"29","San Lorenzo Ruiz"
"586",NULL,NULL,"29","Jose Panganiban"
"587",NULL,NULL,"29","Labo"
"588",NULL,NULL,"29","Mercedes"
"589",NULL,NULL,"29","Paracale"
"590",NULL,NULL,"29","San Vicente"
"591",NULL,NULL,"29","Santa Elena"
"592",NULL,NULL,"29","Talisay"
"593",NULL,NULL,"29","Vinzons"
"594",NULL,NULL,"30","Baao"
"595",NULL,NULL,"30","Balatan"
"596",NULL,NULL,"30","Bato"
"597",NULL,NULL,"30","Bombon"
"598",NULL,NULL,"30","Buhi"
"599",NULL,NULL,"30","Bula"
"600",NULL,NULL,"30","Cabusao"
"601",NULL,NULL,"30","Calabanga"
"602",NULL,NULL,"30","Camaligan"
"603",NULL,NULL,"30","Canaman"
"604",NULL,NULL,"30","Caramoan"
"605",NULL,NULL,"30","Del Gallego"
"606",NULL,NULL,"30","Gainza"
"607",NULL,NULL,"30","Garchitorena"
"608",NULL,NULL,"30","Goa"
"609",NULL,NULL,"30","City of Iriga"
"610",NULL,NULL,"30","Lagonoy"
"611",NULL,NULL,"30","Libmanan"
"612",NULL,NULL,"30","Lupi"
"613",NULL,NULL,"30","Magarao"
"614",NULL,NULL,"30","Milaor"
"615",NULL,NULL,"30","Minalabac"
"616",NULL,NULL,"30","Nabua"
"617",NULL,NULL,"30","City of Naga"
"618",NULL,NULL,"30","Ocampo"
"619",NULL,NULL,"30","Pamplona"
"620",NULL,NULL,"30","Pasacao"
"621",NULL,NULL,"30","Pili (Capital)"
"622",NULL,NULL,"30","Presentacion"
"623",NULL,NULL,"30","Ragay"
"624",NULL,NULL,"30","Sagñay"
"625",NULL,NULL,"30","San Fernando"
"626",NULL,NULL,"30","San Jose"
"627",NULL,NULL,"30","Sipocot"
"628",NULL,NULL,"30","Siruma"
"629",NULL,NULL,"30","Tigaon"
"630",NULL,NULL,"30","Tinambac"
"631",NULL,NULL,"31","Bagamanoc"
"632",NULL,NULL,"31","Baras"
"633",NULL,NULL,"31","Bato"
"634",NULL,NULL,"31","Caramoran"
"635",NULL,NULL,"31","Gigmoto"
"636",NULL,NULL,"31","Pandan"
"637",NULL,NULL,"31","Panganiban"
"638",NULL,NULL,"31","San Andres"
"639",NULL,NULL,"31","San Miguel"
"640",NULL,NULL,"31","Viga"
"641",NULL,NULL,"31","Virac (Capital)"
"642",NULL,NULL,"32","Aroroy"
"643",NULL,NULL,"32","Baleno"
"644",NULL,NULL,"32","Balud"
"645",NULL,NULL,"32","Batuan"
"646",NULL,NULL,"32","Cataingan"
"647",NULL,NULL,"32","Cawayan"
"648",NULL,NULL,"32","Claveria"
"649",NULL,NULL,"32","Dimasalang"
"650",NULL,NULL,"32","Esperanza"
"651",NULL,NULL,"32","Mandaon"
"652",NULL,NULL,"32","City of Masbate (Capital)"
"653",NULL,NULL,"32","Milagros"
"654",NULL,NULL,"32","Mobo"
"655",NULL,NULL,"32","Monreal"
"656",NULL,NULL,"32","Palanas"
"657",NULL,NULL,"32","Pio V. Corpuz"
"658",NULL,NULL,"32","Placer"
